obs_name,gt,gt_code
19_61594,Plasma_IgG,10
19_61596,Germinal_Center_Plasma_IgM_B_cell,5
19_61599,unknown,14
19_61600,T_cell,11
19_61601,High_Endothelial_Venules,6
19_61602,Tumor_Keratin_Pearl,13
19_61603,Plasma_IgG,10
19_61609,unknown,14
19_61612,Fibroblasts,4
19_61613,Plasma_IgG,10
19_61614,Plasma_IgG,10
19_61620,unknown,14
19_61621,unknown,14
19_61624,Germinal_Center_Plasma_IgM_B_cell,5
19_61625,M1_macrophages,7
19_61627,M1_macrophages,7
19_61629,unknown,14
19_61630,unknown,14
19_61631,T_cell,11
19_61635,Germinal_Center_Plasma_IgM_B_cell,5
19_61639,T_cell,11
19_61640,Germinal_Center_Plasma_IgM_B_cell,5
19_61643,M1_macrophages,7
19_61644,Germinal_Center_Plasma_IgM_B_cell,5
19_61647,Plasma_IgG,10
19_61653,M1_macrophages,7
19_61654,Plasma_IgG,10
19_61660,M1_macrophages,7
19_61661,Plasma_IgG,10
19_61662,M1_macrophages,7
19_61664,unknown,14
19_61666,T_cell,11
19_61667,unknown,14
19_61668,unknown,14
19_61669,unknown,14
19_61670,High_Endothelial_Venules,6
19_61671,Tumor_Keratin_Pearl,13
19_61674,Germinal_Center_Plasma_IgM_B_cell,5
19_61676,Germinal_Center_Plasma_IgM_B_cell,5
19_61677,Germinal_Center_Plasma_IgM_B_cell,5
19_61680,unknown,14
19_61681,unknown,14
19_61682,T_cell,11
19_61683,Plasma_IgG,10
19_61684,Plasma_IgA,9
19_61689,T_cell,11
19_61690,Germinal_Center_Plasma_IgM_B_cell,5
19_61692,Plasma_IgG,10
19_61696,T_cell,11
19_61697,M1_macrophages,7
19_61702,Plasma_IgG,10
19_61703,Plasma_IgG,10
19_61708,T_cell,11
19_61711,Germinal_Center_Plasma_IgM_B_cell,5
19_61713,M1_macrophages,7
19_61715,M1_macrophages,7
19_61721,High_Endothelial_Venules,6
19_61725,Plasma_IgA,9
19_61732,M1_macrophages,7
19_61734,Germinal_Center_Plasma_IgM_B_cell,5
19_61735,unknown,14
19_61738,unknown,14
19_61739,unknown,14
19_61740,Germinal_Center_Plasma_IgM_B_cell,5
19_61741,Plasma_IgG,10
19_61743,M1_macrophages,7
19_61751,M1_macrophages,7
19_61753,Plasma_IgG,10
19_61760,T_cell,11
19_61761,Germinal_Center_Plasma_IgM_B_cell,5
19_61763,unknown,14
19_61764,unknown,14
19_61766,High_Endothelial_Venules,6
19_61772,Plasma_IgA,9
19_61775,Germinal_Center_Plasma_IgM_B_cell,5
19_61776,unknown,14
19_61777,Germinal_Center_Plasma_IgM_B_cell,5
19_61781,Plasma_IgG,10
19_61785,T_cell,11
19_61786,unknown,14
19_61788,Plasma_IgA,9
19_61789,High_Endothelial_Venules,6
19_61792,Plasma_IgG,10
19_61793,T_cell,11
19_61794,M1_macrophages,7
19_61796,Germinal_Center_Plasma_IgM_B_cell,5
19_61797,Germinal_Center_Plasma_IgM_B_cell,5
19_61801,Germinal_Center_Plasma_IgM_B_cell,5
19_61805,Germinal_Center_Plasma_IgM_B_cell,5
19_61806,High_Endothelial_Venules,6
19_61807,M1_macrophages,7
19_61808,M1_macrophages,7
19_61809,Fibroblasts,4
19_61811,High_Endothelial_Venules,6
19_61812,unknown,14
19_61817,Tumor,12
19_61819,Germinal_Center_Plasma_IgM_B_cell,5
19_61820,Germinal_Center_Plasma_IgM_B_cell,5
19_61821,CAF,0
19_61822,M1_macrophages,7
19_61828,unknown,14
19_61829,High_Endothelial_Venules,6
19_61838,unknown,14
19_61839,unknown,14
19_61843,Plasma_IgG,10
19_61849,T_cell,11
19_61850,M1_macrophages,7
19_61851,unknown,14
19_61854,CAF,0
19_61863,Plasma_IgG,10
19_61864,unknown,14
19_61867,High_Endothelial_Venules,6
19_61869,CAF,0
19_61871,Germinal_Center_Plasma_IgM_B_cell,5
19_61872,High_Endothelial_Venules,6
19_61879,Germinal_Center_Plasma_IgM_B_cell,5
19_61880,Macrophages,8
19_61881,Germinal_Center_Plasma_IgM_B_cell,5
19_61884,unknown,14
19_61885,Germinal_Center_Plasma_IgM_B_cell,5
19_61886,Germinal_Center_Plasma_IgM_B_cell,5
19_61889,unknown,14
19_61891,CAF,0
19_61893,Plasma_IgG,10
19_61900,Tumor,12
19_61901,unknown,14
19_61902,Plasma_IgG,10
19_61909,unknown,14
19_61912,unknown,14
19_61917,Germinal_Center_Plasma_IgM_B_cell,5
19_61919,unknown,14
19_61920,T_cell,11
19_61922,T_cell,11
19_61931,Plasma_IgG,10
19_61932,Germinal_Center_Plasma_IgM_B_cell,5
19_61933,Germinal_Center_Plasma_IgM_B_cell,5
19_61934,unknown,14
19_61936,Plasma_IgG,10
19_61938,Plasma_IgA,9
19_61943,Plasma_IgG,10
19_61945,unknown,14
19_61947,Germinal_Center_Plasma_IgM_B_cell,5
19_61948,Tumor_Keratin_Pearl,13
19_61950,Plasma_IgG,10
19_61951,Plasma_IgG,10
19_61952,M1_macrophages,7
19_61957,Plasma_IgA,9
19_61958,unknown,14
19_61961,Plasma_IgG,10
19_61962,Plasma_IgA,9
19_61963,Plasma_IgG,10
19_61967,unknown,14
19_61968,Germinal_Center_Plasma_IgM_B_cell,5
19_61970,T_cell,11
19_61971,High_Endothelial_Venules,6
19_61972,M1_macrophages,7
19_61973,Plasma_IgG,10
19_61974,M1_macrophages,7
19_61977,Germinal_Center_Plasma_IgM_B_cell,5
19_61978,unknown,14
19_61979,unknown,14
19_61980,M1_macrophages,7
19_61981,M1_macrophages,7
19_61991,unknown,14
19_61993,M1_macrophages,7
19_61995,Plasma_IgG,10
19_61999,unknown,14
19_62000,T_cell,11
19_62001,Germinal_Center_Plasma_IgM_B_cell,5
19_62002,M1_macrophages,7
19_62004,unknown,14
19_62009,Germinal_Center_Plasma_IgM_B_cell,5
19_62010,Germinal_Center_Plasma_IgM_B_cell,5
19_62011,unknown,14
19_62014,M1_macrophages,7
19_62015,Tumor,12
19_62016,T_cell,11
19_62024,High_Endothelial_Venules,6
19_62025,High_Endothelial_Venules,6
19_62026,unknown,14
19_62028,Germinal_Center_Plasma_IgM_B_cell,5
19_62029,unknown,14
19_62031,unknown,14
19_62033,Plasma_IgG,10
19_62034,Plasma_IgG,10
19_62039,T_cell,11
19_62040,unknown,14
19_62045,Germinal_Center_Plasma_IgM_B_cell,5
19_62047,Plasma_IgG,10
19_62048,Plasma_IgG,10
19_62049,M1_macrophages,7
19_62054,T_cell,11
19_62056,Plasma_IgG,10
19_62063,unknown,14
19_62064,M1_macrophages,7
19_62066,M1_macrophages,7
19_62067,M1_macrophages,7
19_62068,unknown,14
19_62077,High_Endothelial_Venules,6
19_62079,unknown,14
19_62081,Germinal_Center_Plasma_IgM_B_cell,5
19_62082,Germinal_Center_Plasma_IgM_B_cell,5
19_62089,M1_macrophages,7
19_62092,Plasma_IgG,10
19_62098,T_cell,11
19_62105,High_Endothelial_Venules,6
19_62106,High_Endothelial_Venules,6
19_62109,unknown,14
19_62111,High_Endothelial_Venules,6
19_62112,M1_macrophages,7
19_62114,unknown,14
19_62115,Tumor,12
19_62116,T_cell,11
19_62124,M1_macrophages,7
19_62125,T_cell,11
19_62126,T_cell,11
19_62127,unknown,14
19_62128,Germinal_Center_Plasma_IgM_B_cell,5
19_62129,Germinal_Center_Plasma_IgM_B_cell,5
19_62130,Germinal_Center_Plasma_IgM_B_cell,5
19_62133,unknown,14
19_62135,T_cell,11
19_62136,Plasma_IgG,10
19_62151,Germinal_Center_Plasma_IgM_B_cell,5
19_62153,M1_macrophages,7
19_62155,M1_macrophages,7
19_62156,M1_macrophages,7
19_62161,Germinal_Center_Plasma_IgM_B_cell,5
19_62162,unknown,14
19_62164,unknown,14
19_62168,M1_macrophages,7
19_62170,T_cell,11
19_62172,T_cell,11
19_62173,Germinal_Center_Plasma_IgM_B_cell,5
19_62174,Germinal_Center_Plasma_IgM_B_cell,5
19_62177,CAF,0
19_62179,unknown,14
19_62181,unknown,14
19_62182,Germinal_Center_Plasma_IgM_B_cell,5
19_62184,M1_macrophages,7
19_62186,M1_macrophages,7
19_62187,Plasma_IgG,10
19_62191,T_cell,11
19_62192,Germinal_Center_Plasma_IgM_B_cell,5
19_62195,unknown,14
19_62197,M1_macrophages,7
19_62198,High_Endothelial_Venules,6
19_62209,Germinal_Center_Plasma_IgM_B_cell,5
19_62210,unknown,14
19_62211,High_Endothelial_Venules,6
19_62212,T_cell,11
19_62216,M1_macrophages,7
19_62219,T_cell,11
19_62222,T_cell,11
19_62223,T_cell,11
19_62224,unknown,14
19_62225,unknown,14
19_62226,M1_macrophages,7
19_62227,Tumor_Keratin_Pearl,13
19_62228,Tumor,12
19_62230,unknown,14
19_62231,unknown,14
19_62235,M1_macrophages,7
19_62237,Plasma_IgG,10
19_62239,Plasma_IgG,10
19_62251,M1_macrophages,7
19_62252,unknown,14
19_62253,T_cell,11
19_62254,Germinal_Center_Plasma_IgM_B_cell,5
19_62255,unknown,14
19_62258,unknown,14
19_62261,M1_macrophages,7
19_62262,M1_macrophages,7
19_62263,Plasma_IgG,10
19_62267,unknown,14
19_62268,Germinal_Center_Plasma_IgM_B_cell,5
19_62272,M1_macrophages,7
19_62273,Plasma_IgG,10
19_62274,M1_macrophages,7
19_62277,Plasma_IgG,10
19_62279,M1_macrophages,7
19_62281,Germinal_Center_Plasma_IgM_B_cell,5
19_62284,T_cell,11
19_62285,T_cell,11
19_62287,Germinal_Center_Plasma_IgM_B_cell,5
19_62300,unknown,14
19_62301,unknown,14
19_62302,M1_macrophages,7
19_62303,Germinal_Center_Plasma_IgM_B_cell,5
19_62304,unknown,14
19_62314,Germinal_Center_Plasma_IgM_B_cell,5
19_62322,Germinal_Center_Plasma_IgM_B_cell,5
19_62323,unknown,14
19_62325,Tumor_Keratin_Pearl,13
19_62326,M1_macrophages,7
19_62328,unknown,14
19_62331,unknown,14
19_62332,Germinal_Center_Plasma_IgM_B_cell,5
19_62333,High_Endothelial_Venules,6
19_62337,Tumor,12
19_62345,T_cell,11
19_62351,Germinal_Center_Plasma_IgM_B_cell,5
19_62352,unknown,14
19_62353,T_cell,11
19_62354,M1_macrophages,7
19_62355,Germinal_Center_Plasma_IgM_B_cell,5
19_62356,unknown,14
19_62357,CAF,0
19_62364,T_cell,11
19_62366,unknown,14
19_62367,T_cell,11
19_62375,unknown,14
19_62376,High_Endothelial_Venules,6
19_62379,unknown,14
19_62380,unknown,14
19_62381,T_cell,11
19_62384,unknown,14
19_62386,Germinal_Center_Plasma_IgM_B_cell,5
19_62387,Germinal_Center_Plasma_IgM_B_cell,5
19_62392,Tumor_Keratin_Pearl,13
19_62399,unknown,14
19_62403,High_Endothelial_Venules,6
19_62406,Germinal_Center_Plasma_IgM_B_cell,5
19_62407,Germinal_Center_Plasma_IgM_B_cell,5
19_62409,Germinal_Center_Plasma_IgM_B_cell,5
19_62413,Germinal_Center_Plasma_IgM_B_cell,5
19_62417,T_cell,11
19_62418,Germinal_Center_Plasma_IgM_B_cell,5
19_62420,unknown,14
19_62421,unknown,14
19_62422,M1_macrophages,7
19_62423,unknown,14
19_62424,unknown,14
19_62428,Plasma_IgG,10
19_62430,M1_macrophages,7
19_62432,M1_macrophages,7
19_62434,M1_macrophages,7
19_62438,unknown,14
19_62447,Tumor,12
19_62448,T_cell,11
19_62449,High_Endothelial_Venules,6
19_62451,CAF,0
19_62453,unknown,14
19_62459,unknown,14
19_62460,unknown,14
19_62463,M1_macrophages,7
19_62464,High_Endothelial_Venules,6
19_62469,Germinal_Center_Plasma_IgM_B_cell,5
19_62470,Germinal_Center_Plasma_IgM_B_cell,5
19_62471,Germinal_Center_Plasma_IgM_B_cell,5
19_62473,unknown,14
19_62475,Tumor,12
19_62478,unknown,14
19_62481,M1_macrophages,7
19_62483,M1_macrophages,7
19_62491,High_Endothelial_Venules,6
19_62492,T_cell,11
19_62497,M1_macrophages,7
19_62498,T_cell,11
19_62499,Germinal_Center_Plasma_IgM_B_cell,5
19_62501,CAF,0
19_62503,High_Endothelial_Venules,6
19_62510,Plasma_IgG,10
19_62511,T_cell,11
19_62513,Germinal_Center_Plasma_IgM_B_cell,5
19_62514,T_cell,11
19_62517,unknown,14
19_62518,unknown,14
19_62520,unknown,14
19_62527,High_Endothelial_Venules,6
19_62528,Germinal_Center_Plasma_IgM_B_cell,5
19_62529,Germinal_Center_Plasma_IgM_B_cell,5
19_62530,Germinal_Center_Plasma_IgM_B_cell,5
19_62531,Germinal_Center_Plasma_IgM_B_cell,5
19_62532,unknown,14
19_62533,T_cell,11
19_62534,High_Endothelial_Venules,6
19_62535,Tumor_Keratin_Pearl,13
19_62536,Plasma_IgG,10
19_62540,unknown,14
19_62542,T_cell,11
19_62544,Tumor_Keratin_Pearl,13
19_62545,Tumor_Keratin_Pearl,13
19_62546,Plasma_IgG,10
19_62556,unknown,14
19_62560,Germinal_Center_Plasma_IgM_B_cell,5
19_62561,T_cell,11
19_62562,M1_macrophages,7
19_62563,M1_macrophages,7
19_62574,Plasma_IgA,9
19_62575,unknown,14
19_62576,unknown,14
19_62577,unknown,14
19_62578,unknown,14
19_62579,Tumor_Keratin_Pearl,13
19_62580,Tumor,12
19_62583,unknown,14
19_62585,Germinal_Center_Plasma_IgM_B_cell,5
19_62588,unknown,14
19_62589,Germinal_Center_Plasma_IgM_B_cell,5
19_62595,M1_macrophages,7
19_62596,T_cell,11
19_62597,unknown,14
19_62598,Germinal_Center_Plasma_IgM_B_cell,5
19_62599,Germinal_Center_Plasma_IgM_B_cell,5
19_62600,Germinal_Center_Plasma_IgM_B_cell,5
19_62601,T_cell,11
19_62605,Tumor,12
19_62606,M1_macrophages,7
19_62612,unknown,14
19_62613,Germinal_Center_Plasma_IgM_B_cell,5
19_62614,unknown,14
19_62617,Plasma_IgG,10
19_62618,unknown,14
19_62622,unknown,14
19_62623,M1_macrophages,7
19_62624,M1_macrophages,7
19_62629,Plasma_IgA,9
19_62630,Plasma_IgA,9
19_62631,Germinal_Center_Plasma_IgM_B_cell,5
19_62633,M1_macrophages,7
19_62635,Plasma_IgG,10
19_62636,unknown,14
19_62637,M1_macrophages,7
19_62640,High_Endothelial_Venules,6
19_62641,unknown,14
19_62643,Plasma_IgA,9
19_62648,T_cell,11
19_62651,Germinal_Center_Plasma_IgM_B_cell,5
19_62655,unknown,14
19_62656,Plasma_IgG,10
19_62657,Plasma_IgG,10
19_62663,T_cell,11
19_62665,unknown,14
19_62669,Germinal_Center_Plasma_IgM_B_cell,5
19_62670,Germinal_Center_Plasma_IgM_B_cell,5
19_62671,unknown,14
19_62680,High_Endothelial_Venules,6
19_62681,High_Endothelial_Venules,6
19_62682,Germinal_Center_Plasma_IgM_B_cell,5
19_62684,Tumor_Keratin_Pearl,13
19_62685,CAF,0
19_62697,Germinal_Center_Plasma_IgM_B_cell,5
19_62698,unknown,14
19_62707,M1_macrophages,7
19_62708,Germinal_Center_Plasma_IgM_B_cell,5
19_62709,Germinal_Center_Plasma_IgM_B_cell,5
19_62711,unknown,14
19_62715,High_Endothelial_Venules,6
19_62716,T_cell,11
19_62720,unknown,14
19_62721,T_cell,11
19_62722,unknown,14
19_62725,Tumor,12
19_62726,M1_macrophages,7
19_62727,unknown,14
19_62733,Germinal_Center_Plasma_IgM_B_cell,5
19_62735,Germinal_Center_Plasma_IgM_B_cell,5
19_62736,unknown,14
19_62739,unknown,14
19_62740,M1_macrophages,7
19_62741,Germinal_Center_Plasma_IgM_B_cell,5
19_62745,unknown,14
19_62746,M1_macrophages,7
19_62747,Tumor_Keratin_Pearl,13
19_62748,Tumor_Keratin_Pearl,13
19_62749,T_cell,11
19_62758,Germinal_Center_Plasma_IgM_B_cell,5
19_62760,M1_macrophages,7
19_62761,unknown,14
19_62762,Germinal_Center_Plasma_IgM_B_cell,5
19_62764,Germinal_Center_Plasma_IgM_B_cell,5
19_62765,Tumor_Keratin_Pearl,13
19_62767,M1_macrophages,7
19_62771,unknown,14
19_62772,Germinal_Center_Plasma_IgM_B_cell,5
19_62775,unknown,14
19_62776,Plasma_IgA,9
19_62781,M1_macrophages,7
19_62782,unknown,14
19_62785,Plasma_IgG,10
19_62786,unknown,14
19_62789,Plasma_IgG,10
19_62791,unknown,14
19_62792,Germinal_Center_Plasma_IgM_B_cell,5
19_62794,CAF,0
19_62795,M1_macrophages,7
19_62796,M1_macrophages,7
19_62797,High_Endothelial_Venules,6
19_62802,High_Endothelial_Venules,6
19_62803,Plasma_IgG,10
19_62805,T_cell,11
19_62812,unknown,14
19_62815,Germinal_Center_Plasma_IgM_B_cell,5
19_62822,High_Endothelial_Venules,6
19_62830,unknown,14
19_62831,Plasma_IgG,10
19_62832,unknown,14
19_62833,unknown,14
19_62835,M1_macrophages,7
19_62841,T_cell,11
19_62843,unknown,14
19_62845,unknown,14
19_62846,unknown,14
19_62848,Tumor,12
19_62853,High_Endothelial_Venules,6
19_62854,Germinal_Center_Plasma_IgM_B_cell,5
19_62855,M1_macrophages,7
19_62859,unknown,14
19_62862,Tumor_Keratin_Pearl,13
19_62863,Germinal_Center_Plasma_IgM_B_cell,5
19_62870,T_cell,11
19_62872,T_cell,11
19_62875,Germinal_Center_Plasma_IgM_B_cell,5
19_62876,CAF,0
19_62879,M1_macrophages,7
19_62887,T_cell,11
19_62888,Germinal_Center_Plasma_IgM_B_cell,5
19_62889,Germinal_Center_Plasma_IgM_B_cell,5
19_62890,unknown,14
19_62893,Germinal_Center_Plasma_IgM_B_cell,5
19_62896,T_cell,11
19_62902,T_cell,11
19_62907,unknown,14
19_62910,unknown,14
19_62911,Germinal_Center_Plasma_IgM_B_cell,5
19_62912,unknown,14
19_62917,T_cell,11
19_62919,Plasma_IgG,10
19_62920,T_cell,11
19_62925,T_cell,11
19_62926,Germinal_Center_Plasma_IgM_B_cell,5
19_62927,Germinal_Center_Plasma_IgM_B_cell,5
19_62928,M1_macrophages,7
19_62931,unknown,14
19_62934,CAF,0
19_62936,Germinal_Center_Plasma_IgM_B_cell,5
19_62939,unknown,14
19_62947,High_Endothelial_Venules,6
19_62949,Germinal_Center_Plasma_IgM_B_cell,5
19_62952,M1_macrophages,7
19_62959,High_Endothelial_Venules,6
19_62961,unknown,14
19_62963,unknown,14
19_62964,unknown,14
19_62966,High_Endothelial_Venules,6
19_62967,T_cell,11
19_62968,Germinal_Center_Plasma_IgM_B_cell,5
19_62970,unknown,14
19_62971,M1_macrophages,7
19_62972,Plasma_IgG,10
19_62973,M1_macrophages,7
19_62977,Germinal_Center_Plasma_IgM_B_cell,5
19_62979,High_Endothelial_Venules,6
19_62990,M1_macrophages,7
19_62992,unknown,14
19_62993,unknown,14
19_62994,M1_macrophages,7
19_62999,M1_macrophages,7
19_63001,unknown,14
19_63002,unknown,14
19_63005,High_Endothelial_Venules,6
19_63007,Plasma_IgA,9
19_63010,Germinal_Center_Plasma_IgM_B_cell,5
19_63011,Germinal_Center_Plasma_IgM_B_cell,5
19_63017,unknown,14
19_63019,High_Endothelial_Venules,6
19_63025,unknown,14
19_63031,Plasma_IgG,10
19_63032,Plasma_IgG,10
19_63036,unknown,14
19_63037,High_Endothelial_Venules,6
19_63041,High_Endothelial_Venules,6
19_63044,T_cell,11
19_63045,High_Endothelial_Venules,6
19_63047,T_cell,11
19_63049,unknown,14
19_63053,High_Endothelial_Venules,6
19_63057,M1_macrophages,7
19_63058,Tumor_Keratin_Pearl,13
19_63059,Plasma_IgG,10
19_63063,T_cell,11
19_63064,Germinal_Center_Plasma_IgM_B_cell,5
19_63065,M1_macrophages,7
19_63066,T_cell,11
19_63067,M1_macrophages,7
19_63068,Plasma_IgG,10
19_63069,M1_macrophages,7
19_63076,T_cell,11
19_63077,unknown,14
19_63078,High_Endothelial_Venules,6
19_63079,unknown,14
19_63080,Germinal_Center_Plasma_IgM_B_cell,5
19_63086,M1_macrophages,7
19_63087,High_Endothelial_Venules,6
19_63094,unknown,14
19_63095,unknown,14
19_63096,T_cell,11
19_63099,Germinal_Center_Plasma_IgM_B_cell,5
19_63100,Germinal_Center_Plasma_IgM_B_cell,5
19_63101,CAF,0
19_63102,M1_macrophages,7
19_63109,unknown,14
19_63110,unknown,14
19_63111,unknown,14
19_63113,M1_macrophages,7
19_63115,M1_macrophages,7
19_63116,T_cell,11
19_63117,High_Endothelial_Venules,6
19_63121,Germinal_Center_Plasma_IgM_B_cell,5
19_63132,M1_macrophages,7
19_63133,Germinal_Center_Plasma_IgM_B_cell,5
19_63134,T_cell,11
19_63135,M1_macrophages,7
19_63137,Fibroblasts,4
19_63138,High_Endothelial_Venules,6
19_63143,M1_macrophages,7
19_63145,T_cell,11
19_63146,Germinal_Center_Plasma_IgM_B_cell,5
19_63149,High_Endothelial_Venules,6
19_63151,Tumor,12
19_63154,Plasma_IgG,10
19_63158,Germinal_Center_Plasma_IgM_B_cell,5
19_63159,unknown,14
19_63160,unknown,14
19_63162,M1_macrophages,7
19_63174,unknown,14
19_63175,unknown,14
19_63176,Germinal_Center_Plasma_IgM_B_cell,5
19_63179,M1_macrophages,7
19_63181,Plasma_IgG,10
19_63182,Germinal_Center_Plasma_IgM_B_cell,5
19_63183,unknown,14
19_63184,unknown,14
19_63189,M1_macrophages,7
19_63190,M1_macrophages,7
19_63200,High_Endothelial_Venules,6
19_63202,unknown,14
19_63203,M1_macrophages,7
19_63209,unknown,14
19_63210,M1_macrophages,7
19_63216,M1_macrophages,7
19_63222,T_cell,11
19_63223,Germinal_Center_Plasma_IgM_B_cell,5
19_63224,unknown,14
19_63227,Tumor_Keratin_Pearl,13
19_63234,unknown,14
19_63237,M1_macrophages,7
19_63238,M1_macrophages,7
19_63239,T_cell,11
19_63244,M1_macrophages,7
19_63245,High_Endothelial_Venules,6
19_63246,unknown,14
19_63248,unknown,14
19_63252,High_Endothelial_Venules,6
19_63253,M1_macrophages,7
19_63261,High_Endothelial_Venules,6
19_63265,High_Endothelial_Venules,6
19_63271,Plasma_IgA,9
19_63283,Germinal_Center_Plasma_IgM_B_cell,5
19_63284,T_cell,11
19_63285,T_cell,11
19_63286,M1_macrophages,7
19_63290,unknown,14
19_63291,M1_macrophages,7
19_63292,unknown,14
19_63296,CAF,0
19_63302,Plasma_IgA,9
19_63304,unknown,14
19_63305,unknown,14
19_63308,T_cell,11
19_63309,M1_macrophages,7
19_63316,T_cell,11
19_63317,unknown,14
19_63320,unknown,14
19_63323,M1_macrophages,7
19_63325,unknown,14
19_63326,Germinal_Center_Plasma_IgM_B_cell,5
19_63327,unknown,14
19_63329,unknown,14
19_63330,unknown,14
19_63332,High_Endothelial_Venules,6
19_63333,M1_macrophages,7
19_63336,M1_macrophages,7
19_63340,Plasma_IgG,10
19_63346,Plasma_IgG,10
19_63349,unknown,14
19_63350,Germinal_Center_Plasma_IgM_B_cell,5
19_63352,unknown,14
19_63353,unknown,14
19_63358,unknown,14
19_63359,Germinal_Center_Plasma_IgM_B_cell,5
19_63361,High_Endothelial_Venules,6
19_63362,Tumor_Keratin_Pearl,13
19_63364,High_Endothelial_Venules,6
19_63366,M1_macrophages,7
19_63367,Germinal_Center_Plasma_IgM_B_cell,5
19_63368,unknown,14
19_63379,Tumor_Keratin_Pearl,13
19_63380,Tumor_Keratin_Pearl,13
19_63381,M1_macrophages,7
19_63385,Germinal_Center_Plasma_IgM_B_cell,5
19_63386,Germinal_Center_Plasma_IgM_B_cell,5
19_63387,unknown,14
19_63388,M1_macrophages,7
19_63390,Plasma_IgG,10
19_63391,High_Endothelial_Venules,6
19_63392,High_Endothelial_Venules,6
19_63402,Germinal_Center_Plasma_IgM_B_cell,5
19_63406,unknown,14
19_63408,Plasma_IgG,10
19_63413,unknown,14
19_63414,T_cell,11
19_63415,Germinal_Center_Plasma_IgM_B_cell,5
19_63416,Germinal_Center_Plasma_IgM_B_cell,5
19_63420,M1_macrophages,7
19_63422,CAF,0
19_63432,unknown,14
19_63433,T_cell,11
19_63434,unknown,14
19_63435,unknown,14
19_63436,Macrophages,8
19_63438,Plasma_IgG,10
19_63439,T_cell,11
19_63440,M1_macrophages,7
19_63444,T_cell,11
19_63446,unknown,14
19_63447,Germinal_Center_Plasma_IgM_B_cell,5
19_63448,unknown,14
19_63449,T_cell,11
19_63450,Germinal_Center_Plasma_IgM_B_cell,5
19_63453,Plasma_IgG,10
19_63457,T_cell,11
19_63458,unknown,14
19_63466,M1_macrophages,7
19_63467,M1_macrophages,7
19_63479,Tumor_Keratin_Pearl,13
19_63482,M1_macrophages,7
19_63486,unknown,14
19_63488,Fibroblasts,4
19_63489,unknown,14
19_63494,unknown,14
19_63496,unknown,14
19_63497,unknown,14
19_63499,unknown,14
19_63509,Plasma_IgG,10
19_63511,unknown,14
19_63512,unknown,14
19_63515,unknown,14
19_63519,unknown,14
19_63520,T_cell,11
19_63521,M1_macrophages,7
19_63522,unknown,14
19_63523,unknown,14
19_63525,Germinal_Center_Plasma_IgM_B_cell,5
19_63527,High_Endothelial_Venules,6
19_63533,Germinal_Center_Plasma_IgM_B_cell,5
19_63535,Germinal_Center_Plasma_IgM_B_cell,5
19_63537,M1_macrophages,7
19_63538,High_Endothelial_Venules,6
19_63542,Plasma_IgG,10
19_63545,M1_macrophages,7
19_63546,Germinal_Center_Plasma_IgM_B_cell,5
19_63547,unknown,14
19_63548,M1_macrophages,7
19_63552,High_Endothelial_Venules,6
19_63556,unknown,14
19_63557,Germinal_Center_Plasma_IgM_B_cell,5
19_63561,T_cell,11
19_63562,Tumor_Keratin_Pearl,13
19_63564,High_Endothelial_Venules,6
19_63569,unknown,14
19_63570,T_cell,11
19_63573,Germinal_Center_Plasma_IgM_B_cell,5
19_63574,Germinal_Center_Plasma_IgM_B_cell,5
19_63576,High_Endothelial_Venules,6
19_63581,unknown,14
19_63582,Germinal_Center_Plasma_IgM_B_cell,5
19_63586,unknown,14
19_63588,Germinal_Center_Plasma_IgM_B_cell,5
19_63592,unknown,14
19_63593,Germinal_Center_Plasma_IgM_B_cell,5
19_63596,M1_macrophages,7
19_63597,M1_macrophages,7
19_63603,M1_macrophages,7
19_63605,High_Endothelial_Venules,6
19_63606,Germinal_Center_Plasma_IgM_B_cell,5
19_63611,unknown,14
19_63617,T_cell,11
19_63618,unknown,14
19_63620,unknown,14
19_63629,T_cell,11
19_63630,Germinal_Center_Plasma_IgM_B_cell,5
19_63631,Tumor,12
19_63635,M1_macrophages,7
19_63636,Germinal_Center_Plasma_IgM_B_cell,5
19_63638,High_Endothelial_Venules,6
19_63639,Germinal_Center_Plasma_IgM_B_cell,5
19_63641,M1_macrophages,7
19_63642,T_cell,11
19_63649,unknown,14
19_63653,CAF,0
19_63654,M1_macrophages,7
19_63660,unknown,14
19_63663,unknown,14
19_63664,Tumor_Keratin_Pearl,13
19_63673,Plasma_IgG,10
19_63683,Plasma_IgG,10
19_63684,T_cell,11
19_63688,M1_macrophages,7
19_63694,Germinal_Center_Plasma_IgM_B_cell,5
19_63695,T_cell,11
19_63697,High_Endothelial_Venules,6
19_63698,Germinal_Center_Plasma_IgM_B_cell,5
19_63699,High_Endothelial_Venules,6
19_63700,T_cell,11
19_63702,Germinal_Center_Plasma_IgM_B_cell,5
19_63703,Tumor_Keratin_Pearl,13
19_63709,unknown,14
19_63710,unknown,14
19_63714,M1_macrophages,7
19_63715,Tumor,12
19_63716,T_cell,11
19_63721,M1_macrophages,7
19_63722,M1_macrophages,7
19_63724,High_Endothelial_Venules,6
19_63728,CAF,0
19_63737,unknown,14
19_63742,Tumor,12
19_63744,M1_macrophages,7
19_63751,T_cell,11
19_63754,High_Endothelial_Venules,6
19_63755,M1_macrophages,7
19_63759,High_Endothelial_Venules,6
19_63760,M1_macrophages,7
19_63761,M1_macrophages,7
19_63763,unknown,14
19_63764,High_Endothelial_Venules,6
